Organization_A,Organization_B,Initiative_A,Initiative_B,Similarity_Score,Cluster_A,Cluster_B,Same_Cluster
Anonymous_8,Egmont - Royal Institute for International Relations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31741714,0,3,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31721187,1,3,False
Francisco José Viturro Barreiro,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31710976,4,2,False
Agroecology Europe,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3169495,3,2,False
Adrien Cadiot EI,Davy Anthonissen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31685486,1,2,False
Maastricht School of Management,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3163789,2,1,False
Anonymous_4,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31637183,4,3,False
ECOLAB,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3162898,2,2,True
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31589496,3,2,False
AMALIA MARIA KOUTSOGIANNI,Anonymous_8,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3157586,1,0,False
ECOLAB,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31519154,2,2,True
Anonymous_5,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31514657,2,3,False
Instituto Nacional de Administração IP Portugal,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3150661,3,1,False
Adrien Cadiot EI,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3149702,1,2,False
Joni Suikeli,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31488186,0,1,False
NA,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31481794,1,1,True
Kansaneläkelaitos Kela,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3145858,0,1,False
Anonymous_9,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31413174,4,3,False
F Hanna Campbell,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3140471,3,1,False
Anonymous_9,Antonio Mincarini,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31394035,4,4,True
Association internationale Futuribles,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31390506,3,2,False
Ioannis Lamprou,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31370726,3,2,False
Anonymous,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3136853,1,2,False
Bankenverband,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31366158,3,2,False
Anonymous_5,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.313633,2,3,False
Anonymous_11,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31354117,4,2,False
Anonymous_4,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31328234,4,3,False
Anonymous_1,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31327468,4,3,False
Anonymous_11,EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31317163,4,3,False
Anonymous_6,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31312042,4,1,False
Matthew Spaniol,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3129894,1,1,True
CHEM Trust,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.312945,3,2,False
Kansaneläkelaitos Kela,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31281137,0,2,False
Anonymous_11,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3116333,4,2,False
Anonymous,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31135106,1,2,False
Philea,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31120148,3,2,False
Fraunhofer IAO,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31081563,5,1,False
Anonymous_8,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31076553,0,3,False
Nicolas Overloop_1,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3107106,2,2,True
bert hubert,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3106833,2,1,False
Maria Lindqvist,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31062788,2,3,False
AMALIA MARIA KOUTSOGIANNI,Anonymous_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31059054,1,4,False
Anonymous_8,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31011885,0,3,False
Anonymous_1,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3101018,4,3,False
Anonymous,Anonymous_11,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.31003588,1,4,False
Anonymous_11,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3098557,4,3,False
Philea,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30881393,3,3,True
Adrien Cadiot EI,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30821878,1,1,True
Davy Anthonissen,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30821532,2,3,False
Anonymous_6,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30816495,4,3,False
Matthew Spaniol,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30776483,1,1,True
José Luis Rajab,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3073858,4,2,False
José Luis Rajab_1,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3073858,4,2,False
Ministry of the Economy Luxembourg,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30737093,3,3,True
Gabriele De Giorgi,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30732733,2,2,True
Davy Anthonissen,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30723396,2,1,False
Francisco José Viturro Barreiro,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30720952,4,2,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3069582,3,2,False
F Hanna Campbell,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30676243,3,1,False
Agroecology Europe,Anonymous_11,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3067168,3,4,False
Ministry of the Economy Luxembourg,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30664542,3,2,False
bert hubert,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30655047,2,3,False
Maastricht School of Management,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30647087,2,3,False
University of Bergen,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30635017,2,1,False
José Luis Rajab,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30630046,4,1,False
José Luis Rajab_1,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30630046,4,1,False
Maria Lindqvist,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30603233,2,3,False
Melanoma Patient Network Europe,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.305925,1,3,False
Anonymous_1,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30563918,4,2,False
Kieran DALTON,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30536932,2,1,False
Kansaneläkelaitos Kela,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30526435,0,1,False
bert hubert,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30453843,2,1,False
GROUPE VYV,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3043877,3,1,False
EuroStack Project,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30410016,3,4,False
EuroStack Project,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30410016,3,4,False
Anonymous,Anonymous_8,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30379066,1,0,False
Anonymous_4,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30371693,4,2,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30362487,3,0,False
Francisco José Viturro Barreiro,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30361867,4,2,False
Kansaneläkelaitos Kela,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30352587,0,2,False
Melanoma Patient Network Europe,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30326366,1,3,False
Anonymous_5,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30319613,2,4,False
Anonymous_5,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30319613,2,4,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30301666,3,3,True
ECOLAB,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3030155,2,3,False
EuroStack Project,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3030015,3,5,False
Anonymous_9,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30293375,4,2,False
Anonymous_6,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30284825,4,0,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30251357,3,2,False
Anonymous_1,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3023873,4,0,False
Anonymous_1,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30233258,4,2,False
Anonymous_8,ECOLAB,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30217808,0,2,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30202085,1,1,True
GROUPE VYV,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30180457,3,2,False
Anonymous_11,Davy Anthonissen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30179775,4,2,False
Anonymous_6,Bankenverband,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30141926,4,3,False
Anonymous_1,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3011989,4,0,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30063832,3,2,False
F Hanna Campbell,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3002858,3,3,True
Anonymous_4,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.3002723,4,2,False
Agroecology Europe,bert hubert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30019927,3,2,False
ECOLAB,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30019438,2,0,False
Anonymous_11,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.30007488,4,3,False
David Van Geert,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29980233,2,3,False
Adrien Cadiot EI,Anonymous_8,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29968876,1,0,False
Anonymous_5,Anonymous_9,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29955462,2,4,False
EUPHA European Public Health Association,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29953364,3,0,False
Kansaneläkelaitos Kela,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29934332,0,3,False
Gabriele De Giorgi,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29923955,2,2,True
Francisco José Viturro Barreiro,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2988678,4,2,False
TES,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29872775,3,3,True
Fraunhofer IAO,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29849517,5,3,False
Kansaneläkelaitos Kela,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29843193,0,3,False
F Hanna Campbell,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29838893,3,2,False
Gaël QUEINNEC,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29777953,4,1,False
Davy Anthonissen,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29766375,2,0,False
Melanoma Patient Network Europe,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29741254,1,3,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29737073,1,3,False
EUPHA European Public Health Association,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2973488,3,1,False
CHEM Trust,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2972577,3,2,False
Anonymous_8,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29714978,0,2,False
bert hubert,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29710284,2,2,True
Andre REBENTISCH,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29701906,2,3,False
ECOLAB,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29696727,2,1,False
Instituto Nacional de Administração IP Portugal,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.29682133,3,2,False
